B1,B2,B3,B4,Label
-87,-77.5,-93,-82,Two people
-87,-77.5,-91.67,-81.75,Two people
-86.33,-78.33,-91.67,-81.75,Two people
-86.33,-78.33,-90.75,-81.67,Two people
-85.33,-80,-90.75,-81.67,Two people
-85.33,-80,-85.5,-82,Two people
-85.33,-78.5,-85.5,-82,Two people
-85.33,-78.5,-81.25,-86.5,Two people
-85.75,-73.5,-81.25,-86.5,Two people
-85.75,-73.5,-77.25,-87,Two people
-88,-74.67,-77.25,-87,Two people
-88,-74.67,-73.67,-85,Two people
-88.75,-75.25,-73.67,-85,Two people
-88.75,-75.25,-76,-84,Two people
-90.5,-76.75,-76,-84,Two people
-90.5,-76.75,-78.67,-81.33,Two people
-91.5,-77.67,-78.67,-81.33,Two people
-91.5,-77.67,-79.67,-82,Two people
-88.25,-78,-79.67,-82,Two people
-88.25,-78,-83.25,-82.33,Two people
-86.75,-79,-83.25,-82.33,Two people
-86.75,-76.5,-84,-83.67,Two people
-85.33,-74,-84,-83.67,Two people
-85.33,-85,-85,-83.67,Two people
-80.33,-85,-85,-83.67,Two people
-80.33,-82.33,-94,-84,Two people
-80,-82.33,-94,-84,Two people
-80,-81.25,-83,-86.33,Two people
-80.67,-81.25,-83,-86.33,Two people
-80.67,-81.25,-79.5,-89.67,Two people
-81,-81.25,-79.5,-89.67,Two people
-81,-76.75,-78,-89.67,Two people
-82.25,-76.75,-78,-89.67,Two people
-82.25,-80,-78,-90.67,Two people
-82.5,-80,-78,-90.67,Two people
-82.5,-81.75,-76.33,-91.5,Two people
-81.5,-81.75,-76.33,-91.5,Two people
-81.5,-80.75,-78.67,-88,Two people
-83,-80.75,-78.67,-88,Two people
-83,-79.25,-79.67,-87,Two people
-85,-79.25,-79.67,-87,Two people
-85,-74.5,-82.33,-89,Two people
-86.5,-74.5,-82.33,-89,Two people
-86.5,-70.75,-84.75,-88.33,Two people
-88.25,-70.75,-84.75,-88.33,Two people
-88.25,-70.75,-85.75,-88.5,Two people
-88.5,-70.75,-85.75,-88.5,Two people
-88.5,-71,-85.25,-89,Two people
-88.75,-71,-85.25,-89,Two people
-88.75,-71.25,-82.75,-88,Two people
-89,-71.25,-82.75,-88,Two people
-89,-72,-78,-87.67,Two people
-86.33,-72,-78,-87.67,Two people
-86.33,-72,-75,-86.67,Two people
-85,-72,-75,-86.67,Two people
-85,-71,-75,-86,Two people
-81.5,-71,-75,-86,Two people
-81.5,-70.5,-75.33,-86.33,Two people
-82.67,-70.5,-75.33,-86.33,Two people
-82.67,-69.25,-83,-86,Two people
-84,-69.25,-83,-86,Two people
-84,-69.25,-84.25,-85.33,Two people
-85,-69.25,-84.25,-85.33,Two people
-85,-69.75,-87.75,-85,Two people
-86,-69.75,-87.75,-85,Two people
-86,-75.5,-90.75,-85.25,Two people
-88,-75.5,-90.75,-85.25,Two people
-88,-76.5,-89,-84.25,Two people
-84.67,-76.5,-89,-84.25,Two people
-84.67,-77.5,-84,-84.33,Two people
-85.67,-77.5,-84,-84.33,Two people
-85.67,-77.25,-81,-88,Two people
-85.67,-77.25,-81,-88,Two people
-85.67,-71.75,-75,-85.33,Two people
-84,-71.75,-75,-85.33,Two people
-84,-74.5,-77.33,-87.5,Two people
-90,-74.5,-77.33,-87.5,Two people
-90,-74.67,-80,-85.67,Two people
-85.13371588,-74.67,-80,-85.67,Two people
-80,-74,-80.5,-80.67,Two people
-80,-74,-80.5,-80.67,Two people
-82,-73,-81.67,-81,Two people
-82,-73,-81.67,-81,Two people
-82,-73.67,-81.5,-82.67,Two people
-82,-73.67,-81.5,-82.67,Two people
-85,-72.5,-82,-84.67,Two people
-85,-72.5,-82,-84.67,Two people
-89.33,-72.5,-81.45097547,-87,Two people
-89.33,-72.5,-81.45097547,-87,Two people
-89.67,-74,-76,-87,Two people
-89.67,-74,-76,-87,Two people
-88.75,-71,-76,-88,Two people
-88.75,-71,-76,-88,Two people
-88,-72.5,-76.33,-94,Two people
-88,-72.5,-76.33,-94,Two people
-83.67,-74.25,-76.25,-90,Two people
-83.67,-74.25,-76.25,-90,Two people
-83,-72.5,-77.5,-88.67,Two people
-83,-72.5,-77.5,-88.67,Two people
-79.5,-72.33,-78.5,-88,Two people
-79.5,-72.33,-78.5,-88,Two people
-79.33,-70,-79,-85.75,Two people
-79.33,-70,-79,-85.75,Two people
-83.67,-68,-80.5,-86.25,Two people
-83.67,-68,-80.5,-86.25,Two people
-83.67,-68.33,-80,-87,Two people
-83.67,-68.33,-80,-87,Two people
-86,-68.33,-81.45097547,-87.33,Two people
-86,-68.33,-81.45097547,-87.33,Two people
-89,-75.33,-81.45097547,-90.33,Two people
-89,-75.33,-81.45097547,-90.33,Two people
-85,-76.33,-76,-92,Two people
-85,-76.33,-76,-92,Two people
-85,-78.33,-76,-93,Two people
-85,-78.33,-76,-93,Two people
-85.33,-77,-76,-93.25,Two people
-85.33,-77,-76,-93.25,Two people
-85.5,-71.75,-76,-91.25,Two people
-85.5,-71.75,-76,-91.25,Two people
-83.5,-75,-76.5,-90.67,Two people
-83.5,-75,-76.5,-90.67,Two people
-82,-73.25,-77.5,-90,Two people
-82,-73.25,-77.5,-90,Two people
-84.67,-72,-78.25,-87,Two people
-84.67,-72,-78.25,-87,Two people
-86.5,-72.25,-79,-88.5,Two people
-86.5,-72.25,-79,-88.5,Two people
-90.5,-68.25,-79.5,-88.5,Two people
-90.5,-68.25,-79.5,-88.5,Two people
-93.75,-69,-79,-88.5,Two people
-93.75,-69,-79,-88.5,Two people
-91.75,-70.25,-92,-87.5,Two people
-91.75,-70.25,-92,-87.5,Two people
-91.25,-71.25,-83,-85,Two people
-91.25,-71.25,-83,-85,Two people
-88.75,-72.5,-86.67,-85,Two people
-88.75,-72.5,-86.67,-85,Two people
-85.5,-74.25,-83.5,-85,Two people
-85.5,-74.25,-83.5,-85,Two people
-84.5,-73.25,-80.5,-84.5,Two people
-84.5,-73.25,-80.5,-84.67,Two people
-82,-72,-82.67,-85,Two people
-82,-72,-82.67,-85,Two people
-80.25,-70.75,-83.67,-85,Two people
-80.25,-70.75,-83.67,-85,Two people
-81.5,-68.67,-88.5,-85,Two people
-81.5,-68.67,-88.5,-86,Two people
-81.75,-68.5,-90.5,-86,Two people
-81.75,-68.5,-90.5,-86.5,Two people
-82.33,-71.5,-88.33,-86.5,Two people
-82.33,-71.5,-88.33,-86.5,Two people
-84.33,-73.5,-84,-86.5,Two people
-84.33,-73.5,-84,-86.33,Two people
-84.5,-74.33,-81.75,-86.33,Two people
-84.5,-74.33,-81.75,-87.67,Two people
-86,-74.25,-79.75,-87.67,Two people
-86,-74.25,-79.75,-87.67,Two people
-87.5,-80.5,-79.5,-89.5,Two people
-87.5,-80.5,-79.5,-89.5,Two people
-84,-77,-86.5,-90.67,Two people
-84,-77,-86.5,-90.25,Two people
-84,-75.67,-86.5,-90.67,Two people
-84,-75.67,-86.5,-90.67,Two people
-81,-79.33,-88,-89.5,Two people
-81,-79.33,-88,-89.5,Two people
-80,-77.5,-91,-89,Two people
-80,-77.5,-91,-89,Two people
-82.5,-78.5,-94.5,-89,Two people
-82.5,-78.5,-94.5,-89,Two people
-81.33,-80,-88.67,-89,Two people
-81.33,-80,-88.67,-88,Two people
-82.5,-75.33,-86,-88,Two people
-82.5,-75.33,-86,-88,Two people
-84.25,-82.33,-82,-88,Two people
-84.25,-82.33,-82,-87,Two people
-84.25,-86.5,-80.25,-87,Two people
-84.25,-86.5,-80.25,-90,Two people
-86,-81.33,-82.25,-90,Two people
-86,-81.33,-82.25,-92.5,Two people
-87.67,-77,-83.25,-92.5,Two people
-87.67,-77,-83.25,-91.67,Two people
-88.5,-69,-85,-91.67,Two people
-88.5,-69,-85,-91.67,Two people
-91,-68.67,-84.67,-91.67,Two people
-91,-68.67,-84.67,-89,Two people
-91,-68.33,-84.5,-89,Two people
-91,-68.33,-84.5,-87,Two people
-85.5,-69.67,-87.5,-87,Two people
-85.5,-69.67,-87.5,-85,Two people
-84,-69.75,-83,-85,Two people
-84,-69.75,-83,-84.75,Two people
-83,-74.25,-78.33,-84.75,Two people
-83,-74.25,-78.33,-84.67,Two people
-83.25,-77,-77.25,-84.67,Two people
-83.25,-77,-77.25,-84,Two people
-84.75,-82.25,-73.67,-84,Two people
-84.75,-82.25,-73.67,-85,Two people
-86,-86.33,-73.5,-85,Two people
-86,-86.33,-73.5,-87.67,Two people
-85,-86.5,-85.5,-87.67,Two people
-85,-86.5,-85.5,-89.75,Two people
-86,-82,-98,-89.75,Two people
-86,-82,-98,-91.67,Two people
-83.24254526,-71,-98,-91.67,Two people
-83.24254526,-71,-98,-94,Two people
-82,-71,-98,-94,Two people
-82,-71,-98,-90.5,Two people
-82,-71.67,-99,-90.5,Two people
-82,-71.67,-99,-84,Two people
-79.5,-72,-89,-84,Two people
-79.5,-72,-89,-85.67,Two people
-79.5,-79.33,-82,-85.67,Two people
-79.5,-79.33,-82,-85.67,Two people
-81.5,-78.75,-79.67,-85.67,Two people
-81.5,-78.75,-79.67,-87,Two people
-81.5,-83.25,-79.67,-87,Two people
-81.5,-83.25,-79.67,-90,Two people
-86,-88.75,-76.67,-90,Two people
-86,-88.75,-76.67,-90.5,Two people
-86,-84.25,-79,-90.5,Two people
-86,-84.25,-79,-89.33,Two people
-87.5,-83.25,-81,-89.33,Two people
-87.5,-83.25,-81,-87.33,Two people
-87.5,-80.67,-81.75,-87.33,Two people
-87.5,-80.67,-81.75,-86.33,Two people
-87.5,-73,-82.33,-86.33,Two people
-87.5,-73,-82.33,-86.75,Two people
-84.67,-71.67,-84,-86.75,Two people
-84.67,-71.67,-84,-85.75,Two people
-82,-70.67,-85.5,-85.75,Two people
-82,-70.67,-85.5,-86.67,Two people
-81,-71,-88.5,-86.67,Two people
-81,-71,-88.5,-85.5,Two people
-80,-73,-84.33,-85.5,Two people
-80,-73,-84.33,-82,Two people
-80.25,-75,-83,-82,Two people
-80.25,-75,-80.33,-81.5,Two people
-80,-76.5,-80.33,-81.5,Two people
-80,-76.5,-80.33,-82,Two people
-81,-78,-75.5,-82,Two people
-81,-78,-75.67,-82,Two people
-80.67,-77,-75.5,-82,Two people
-80.67,-77,-75.5,-84.33,Two people
-82,-82.5,-75.5,-84.33,Two people
-82,-82.5,-76,-86.67,Two people
-82,-89,-76,-86.67,Two people
-82,-89,-76,-88.5,Two people
-82,-93.5,-76,-88.5,Two people
-82,-93.5,-83.50229087,-88.5,Two people
-82,-86.67,-83.50229087,-88.5,Two people
-82,-86.67,-96,-84.5,Two people
-80,-81,-96,-84.5,Two people
-80,-81,-91,-80,Two people
-77,-79.25,-91,-80,Two people
-77,-79.25,-91,-80,Two people
-80.5,-73.5,-91,-80,Two people
-80.5,-73.5,-91,-80,Two people
-81,-74.75,-91,-80,Two people
-81,-74.75,-86,-81,Two people
-81,-75.67,-86,-81,Two people
-81,-75.67,-74,-80.67,Two people
-82.5,-76,-74,-80.67,Two people
-82.5,-76,-80,-82.5,Two people
-82,-76.5,-80,-82.5,Two people
-82,-76.5,-80,-84.75,Two people
-83,-72,-80,-84.75,Two people
-83,-72,-81,-86,Two people
-84.33,-71,-81,-86,Two people
-84.33,-71,-84,-88.25,Two people
-82,-69,-84,-88.25,Two people
-82,-69,-83,-86.75,Two people
-80.75,-70.33,-83,-86.75,Two people
-80.75,-70.33,-84,-84.75,Two people
-79.33,-71.67,-84,-84.75,Two people
-79.33,-71.67,-85.33,-83.75,Two people
-81,-72.67,-85.33,-83.75,Two people
-81,-72.67,-81.67,-82,Two people
-84.33,-72.75,-81.67,-82,Two people
-84.33,-72.75,-79.25,-82.33,Two people
-88.67,-73.25,-79.25,-82.33,Two people
-88.67,-73.25,-77,-84,Two people
-87.5,-74.25,-77,-84,Two people
-87.5,-74.25,-72.33,-84.5,Two people
-86.67,-73.75,-72.33,-84.5,Two people
-86.67,-73.75,-81,-86.33,Two people
-87,-74,-81,-86.33,Two people
-87,-74,-84,-88.67,Two people
-91,-73.75,-84,-88.67,Two people
-91,-73.75,-83.5,-89,Two people
-89.5,-72.75,-83.5,-89,Two people
-89.5,-72.75,-87,-89,Two people
-86.67,-74.25,-87,-89,Two people
-86.67,-74.25,-81.5,-86.67,Two people
-86,-74,-81.5,-86.67,Two people
-86,-74,-83.5,-85,Two people
-81.75,-78.75,-83.5,-85,Two people
-81.75,-78.75,-83.5,-83,Two people
-82,-82.25,-83.5,-83,Two people
-82,-82.25,-79.67,-83,Two people
-81.75,-84.75,-79.67,-83,Two people
-81.75,-84.75,-77.75,-89,Two people
-81,-87.75,-77.75,-89,Two people
-81,-87.75,-74.5,-90,Two people
-81,-85.5,-74.5,-90,Two people
-81,-85.5,-72,-90.25,Two people
-81,-85,-72,-90.25,Two people
-81.5,-85,-75.5,-92.67,Two people
-83,-84.5,-75.5,-92.67,Two people
-86.5,-84.5,-81.25,-88.67,Two people
-86.5,-84,-81.25,-88.67,Two people
-86.33,-84.5,-84.75,-87,Two people
-86.33,-85,-84.75,-87,Two people
-84.25,-82.5,-89,-86.33,Two people
-84.25,-82.5,-89,-86.33,Two people
-82.25,-78.67,-88.75,-87,Two people
-82.25,-78.67,-88.75,-87,Two people
-79.25,-77.5,-88.75,-88.33,Two people
-79.25,-77.5,-88.75,-88.33,Two people
-78.5,-74,-86,-89,Two people
-78.5,-74,-86,-89,Two people
-79.5,-73.25,-82.5,-91.5,Two people
-79.5,-73.25,-82.5,-91.5,Two people
-81.75,-74.75,-79.75,-94.5,Two people
-81.75,-74.75,-79.75,-94.5,Two people
-83,-75.25,-74.25,-94.5,Two people
-83,-75.25,-74.25,-94.5,Two people
-83,-75,-77.5,-94.5,Two people
-83,-75,-77.5,-94.5,Two people
-83.5,-74.33,-78.33,-95,Two people
-83.5,-74.33,-78.33,-95,Two people
-83,-71.67,-82,-86,Two people
-83,-71.67,-82,-86,Two people
-76,-69,-87.67,-91,Two people
-76,-69,-87.67,-91,Two people
-75.5,-68.67,-89.33,-89,Two people
-75.5,-68.67,-89.33,-89,Two people
-76.33,-70,-89,-87.25,Two people
-76.33,-70,-89,-87.25,Two people
-76.75,-75.25,-90.5,-87.67,Two people
-76.75,-75.25,-90.5,-87.67,Two people
-78.25,-75.5,-90.75,-83.5,Two people
-78.25,-75.5,-90.75,-83.5,Two people
-79.33,-77.5,-90,-82,Two people
-79.33,-77.5,-90,-82,Two people
-82.33,-78,-85.67,-85.92785169,Two people
-82.33,-78,-85.67,-85.92785169,Two people
-84,-74,-80.33,-80,Two people
-84,-74,-80.33,-80,Two people
-84,-75.75,-80.33,-86,Two people
-84,-75.33,-80.33,-86,Two people
-84,-74.75,-82.75,-86,Two people
-84,-74.75,-82.75,-86,Two people
-83,-74,-85.33,-86,Two people
-83,-74,-85.33,-86,Two people
-81.33,-74,-90.5,-92,Two people
-81.33,-74,-90.5,-92,Two people
-79.67,-72,-90,-84,Two people
-79.67,-72,-90,-84,Two people
-76.67,-70.33,-84,-83,Two people
-76.67,-70.33,-84,-83,Two people
-76.67,-75.67,-84,-83,Two people
-76.67,-75.67,-84,-83,Two people
-80.33,-75.67,-81,-84,Two people
-80.33,-75.67,-81,-84,Two people
-84,-77.33,-80,-84.67,Two people
-84,-77.33,-80,-84.67,Two people
-88.5,-81,-78,-86,Two people
-88.5,-81,-78,-86,Two people
-87.33,-77,-79.67,-86,Two people
-87.33,-77,-79.67,-86,Two people
-88,-75,-80.5,-86,Two people
-88,-75,-80.5,-86,Two people
-88.33,-73.75,-85,-85.5,Two people
-88.33,-73.75,-85,-85.5,Two people
-88.33,-71.75,-85,-85,Two people
-88.33,-71.75,-85,-85,Two people
-90,-70,-90,-89,Two people
-90,-70,-90,-89,Two people
-89,-71.67,-90,-87.33,Two people
-89,-71.67,-90,-87.33,Two people
-91,-78.33,-93,-88.5,Two people
-91,-78.33,-93,-88.5,Two people
-90.5,-78.33,-85.5,-88.5,Two people
-90.5,-78.33,-85.5,-88.5,Two people
-90.67,-77,-77,-84,Two people
-90.67,-77,-77,-83,Two people
-91.33,-76.5,-76.33,-82,Two people
-91.33,-76.5,-76.33,-83,Two people
-89.5,-72,-80,-83,Two people
-89.5,-72,-80,-83.33,Two people
-86,-77,-82.5,-83.33,Two people
-86,-77,-82.5,-83.33,Two people
-84.33,-77,-87.25,-83.33,Two people
-84.33,-77,-87.25,-88,Two people
-81.33,-78.67,-89.75,-88,Two people
-81.33,-78.67,-89.75,-92.67,Two people
-84.75,-84.33,-89.75,-92.67,Two people
-84.75,-84.33,-89.75,-97,Two people
-85.67,-83.67,-89.25,-97,Two people
-85.67,-83.67,-89.25,-91.33,Two people
-84,-82.67,-86,-91.33,Two people
-84,-82.67,-86,-86.33,Two people
-83,-82.67,-86.25,-86.33,Two people
-83,-82.67,-86.25,-80.67,Two people
-79,-79.5,-84.67,-80.67,Two people
-79,-79.5,-84.67,-80.67,Two people
-79,-71.5,-84,-80.67,Two people
-79,-71.5,-84,-81.67,Two people
-84,-72,-80,-81.67,Two people
-84,-72,-80,-81.67,Two people
-85.33,-72,-81,-81.67,Two people
-85.33,-72,-81,-82.33,Two people
-88.67,-71.75,-81,-82.33,Two people
-88.67,-71.75,-81,-84,Two people
-89.25,-70.75,-84.33,-84,Two people
-89.25,-70.75,-84.33,-84,Two people
-88.67,-69.75,-90.33,-84,Two people
-88.67,-69.75,-90.33,-85.25,Two people
-87.67,-69,-91,-85.25,Two people
-87.67,-69,-91,-85,Two people
-82.33,-68.75,-91,-85,Two people
-82.33,-68.75,-91,-84.25,Two people
-77.67,-70,-91,-84.25,Two people
-77.67,-70,-91,-83.5,Two people
-77.75,-71,-90,-83.5,Two people
-77.75,-71,-90,-82.75,Two people
-78,-71.75,-75,-82.75,Two people
-78,-71.75,-75,-83,Two people
-79.25,-73.75,-75,-83,Two people
-79.25,-73.75,-75,-81.5,Two people
-80,-74,-75,-81.5,Two people
-80,-74,-75,-81.25,Two people
-80.67,-75.25,-75,-81.25,Two people
-80.67,-75.25,-75,-80.75,Two people
-81.67,-75,-75,-80.75,Two people
-81.67,-75,-80,-82,Two people
-81.5,-73,-80,-82,Two people
-81.5,-73,-82.5,-83.25,Two people
-83,-72.25,-82.5,-83.25,Two people
-83,-72.25,-83.5,-84,Two people
-86,-71,-83.5,-84,Two people
-86,-71,-83.33,-86.25,Two people
-89,-70.67,-83.33,-86.25,Two people
-89,-70.67,-80,-85.67,Two people
-85.5,-78,-80,-85.67,Two people
-85.5,-78,-80.67,-86.33,Two people
-87,-78.33,-80.67,-86.33,Two people
-87,-78.33,-81,-87.33,Two people
-85.67,-77,-81,-87.33,Two people
-85.67,-77,-78.33,-86,Two people
-85,-77.25,-78.33,-86,Two people
-85,-77.25,-77.25,-84.33,Two people
-85.75,-72.25,-77.25,-84.33,Two people
-85.75,-72.25,-75.67,-82.67,Two people
-84.25,-73,-75.67,-82.67,Two people
-84.25,-73,-80.33,-81.5,Two people
-83.75,-71.75,-80.33,-81.5,Two people
-83.75,-71.75,-86,-83.33,Two people
-83.5,-70.75,-86,-83.33,Two people
-83.5,-70.75,-90.33,-85,Two people
-83,-69.75,-90.33,-85,Two people
-83,-69.75,-89.75,-87,Two people
-82.67,-67.67,-89.75,-87,Two people
-82.67,-67.67,-88.25,-85.5,Two people
-82.33,-67.67,-88.25,-85.5,Two people
-82.33,-67.67,-87,-85,Two people
-82.5,-75.67,-87,-85,Two people
-82.5,-75.67,-87,-84.5,Two people
-82,-76,-87,-84.5,Two people
-82,-76,-86,-82.5,Two people
-82,-76,-86,-82.5,Two people
-82,-76,-78,-84,Two people
-82,-79.33,-78,-84,Two people
-82,-79.33,-78,-84,Two people
-82,-73.5,-78,-84,Two people
-82,-73.5,-78,-90,Two people
-82,-73,-78,-90,Two people
-82,-73,-80,-91.5,Two people
-82,-70.67,-80,-91.5,Two people
-82,-70.67,-85,-90,Two people
-81.5,-66.33,-85,-90,Two people
-81.5,-66.33,-85,-89,Two people
-82.33,-66.25,-85,-89,Two people
-82.33,-66.25,-86,-86.67,Two people
-82,-66.5,-86,-86.67,Two people
-82,-66.5,-89.67,-87.33,Two people
-82.5,-67.25,-89.67,-87.33,Two people
-82.5,-67.25,-91.33,-87.67,Two people
-83.25,-68,-91.33,-87.67,Two people
-83.25,-68,-88,-88,Two people
-83.25,-68.67,-88,-88,Two people
-83.25,-68.67,-85.25,-88,Two people
-83.75,-71.33,-85.25,-88,Two people
-83.75,-71.33,-81.25,-87,Two people
-83.75,-74,-81.25,-87,Two people
-83.75,-74,-77.75,-86.67,Two people
-83.25,-75,-77.75,-86.67,Two people
-83.25,-75,-80.25,-87.67,Two people
-83.75,-76.5,-80.25,-87.67,Two people
-83.75,-76.5,-81.25,-88.67,Two people
-84.75,-79.25,-81.25,-88.67,Two people
-84.75,-79.25,-82.67,-90.33,Two people
-84.5,-77.25,-82.67,-90.33,Two people
-84.5,-77.25,-84.5,-90.75,Two people
-85.33,-75.75,-84.5,-90.75,Two people
-85.33,-75.75,-85.5,-91,Two people
-83.33,-74.25,-85.5,-91,Two people
-83.33,-74.25,-89,-88,Two people
-80.67,-70,-89,-88,Two people
-80.67,-70,-89,-85,Two people
-80,-70.33,-89,-85,Two people
-80,-70.75,-84.33,-82,Two people
-81.25,-70.33,-84.33,-82,Two people
-81.25,-71.25,-81.5,-82,Two people
-81.67,-72.33,-81.5,-82,Two people
-82.25,-72.33,-74.5,-82,Two people
-83.33,-73,-74.5,-82,Two people
-84.75,-72,-74.5,-83,Two people
-86,-72,-74.5,-83,Two people
-87,-70.67,-74,-83,Two people
-87.67,-70.67,-74,-83,Two people
-87.67,-69,-81.5,-85,Two people
-87.67,-69,-81.5,-85,Two people
-88.33,-69.67,-88.5,-86,Two people
-88,-69.67,-88.5,-86,Two people
-88,-77,-87,-90.67,Two people
-88,-77,-87,-90.67,Two people
-83,-78,-87,-90.67,Two people
-83,-78,-87,-90.67,Two people
-82,-76.25,-86,-90,Two people
-82,-76.25,-86,-90,Two people
-80,-76.25,-79,-89,Two people
-80,-76.25,-79,-89,Two people
-79.5,-71.5,-74.5,-84.33,Two people
-79.5,-71.5,-74.5,-84.33,Two people
-81,-72.5,-74.5,-85,Two people
-81,-72.5,-74.5,-85,Two people
-83.5,-73,-74.5,-85.5,Two people
-83.5,-73,-74.5,-85.5,Two people
-87.25,-73.5,-80.5,-86.75,Two people
-87.25,-73.5,-80.5,-86.75,Two people
-88.75,-72.75,-87.5,-87.75,Two people
-88.75,-72.75,-87.5,-87.75,Two people
-88.25,-71,-87.33,-87,Two people
-88.25,-71,-87.33,-87,Two people
-87.67,-70,-87.33,-86,Two people
-87.67,-70,-87.33,-86,Two people
-84.33,-69.25,-88,-86.25,Two people
-84.33,-69.25,-88,-86.25,Two people
-84.67,-69.25,-91.5,-86,Two people
-84.67,-69.25,-91.5,-86,Two people
-84.67,-69.75,-94.5,-85.33,Two people
-84.67,-69.75,-94.5,-85.33,Two people
-84.67,-70,-89.33,-86.5,Two people
-84.67,-70,-89.33,-86.5,Two people
-87.33,-72.75,-89.33,-82,Two people
-87.33,-72.75,-89.33,-82,Two people
-89,-79.5,-83.67,-82,Two people
-89,-79.5,-83.67,-82,Two people
-91.5,-82.25,-79,-82,Two people
-91.5,-82.25,-79,-82,Two people
-91,-86.33,-81,-82.25,Two people
-91,-86.33,-81,-82.25,Two people
-88.33,-83,-81.33,-82.75,Two people
-88.33,-83,-81.33,-82.75,Two people
-87.5,-74,-82.5,-83,Two people
-87.5,-74,-82.5,-84,Two people
-88.33,-70,-82.5,-84.67,Two people
-88.33,-70,-82.5,-86,Two people
-83.67,-70.75,-88,-87,Two people
-83.67,-70.75,-88,-87,Two people
-83,-70.75,-94,-88.5,Two people
-83,-70.75,-94,-85.33,Two people
-80.33,-71,-94,-85.33,Two people
-80.33,-71,-94,-83.33,Two people
-77.33,-72,-86.5,-83.33,Two people
-77.33,-72,-86.5,-80.67,Two people
-78,-71,-78.5,-80.67,Two people
-78,-71,-78.5,-80.75,Two people
-81,-79,-79.67,-80.75,Two people
-81,-79,-79.67,-81.25,Two people
-83.33,-78,-79.75,-81.25,Two people
-83.33,-78,-79.75,-81.5,Two people
-87,-75,-81.25,-81.5,Two people
-87,-75,-81.25,-81.33,Two people
-87,-73.75,-84.25,-81.33,Two people
-87,-73.75,-84.25,-84,Two people
-90.33,-71.5,-85,-84,Two people
-90.33,-71.5,-85,-86.67,Two people
-94.5,-70,-86.67,-86.67,Two people
-94.5,-70,-86.67,-86.33,Two people
-89,-70.75,-87.5,-86.33,Two people
-89,-70.75,-87.5,-85,Two people
-84.67,-71.5,-85,-85,Two people
-84.67,-71.5,-85,-83.67,Two people
-78.5,-71.5,-84.5,-83.67,Two people
-78.5,-71.5,-84.5,-80.67,Two people
-79.33,-71.5,-80,-80.67,Two people
-79.33,-71.5,-80,-81.67,Two people
-79,-71.5,-78.67,-81.67,Two people
-79,-71.5,-78.67,-82.67,Two people
-80.5,-76.75,-77.25,-82.67,Two people
-80.5,-76.75,-77.25,-82.25,Two people
-80.5,-82.25,-76.5,-82.25,Two people
-80.5,-82.25,-76.5,-83,Two people
-82.5,-86,-77,-83,Two people
-82.5,-86,-77,-85,Two people
-84.5,-93,-77.33,-85,Two people
-84.5,-93,-77.33,-86.67,Two people
-83.67,-86,-79.5,-86.67,Two people
-83.67,-86,-79.5,-89.33,Two people
-83.67,-75,-81,-89.33,Two people
-83.67,-75,-81,-88.25,Two people
-81,-73,-88,-88.25,Two people
-81,-73,-88,-87,Two people
-79.5,-73,-90,-87,Two people
-79.5,-73,-90,-86.25,Two people
-85,-69.67,-86.5,-86.25,Two people
-85,-69.67,-86.5,-85,Two people
-85,-69.67,-84.75,-85,Two people
-85,-69.67,-84.75,-84.75,Two people
-86.33,-70,-80.75,-84.75,Two people
-86.33,-70,-80.75,-84.67,Two people
-87.25,-74,-76.33,-84.67,Two people
-87.25,-74,-76.25,-84.33,Two people
-86,-74.33,-76.33,-84.33,Two people
-86,-74.33,-79,-84.67,Two people
-88.25,-74.67,-79.67,-84.67,Two people
-88.25,-74.67,-82,-86.67,Two people
-89,-73.5,-84,-86.67,Two people
-89,-73.5,-84.75,-87.25,Two people
-88,-70,-84.75,-87.25,Two people
-88,-70,-88.75,-88,Two people
-85.25,-70,-88.75,-88,Two people
-85.25,-70,-88.25,-88.67,Two people
-81,-76,-88.25,-88.67,Two people
-81,-76,-88.25,-88.33,Two people
-79,-76.25,-88.25,-88.33,Two people
-79,-76.25,-85.25,-88,Two people
-76.67,-77.5,-85.25,-88,Two people
-76.67,-77.5,-81,-88,Two people
-79,-79,-81,-88,Two people
-79,-79,-78.5,-87,Two people
-81.33,-73.5,-78.5,-87,Two people
-81.33,-73.5,-75.25,-84.75,Two people
-82.67,-73.25,-75.25,-84.75,Two people
-82.67,-73.25,-78.5,-83.25,Two people
-84,-72.5,-78.5,-83.25,Two people
-84,-72.5,-80.75,-82.25,Two people
-85,-70.25,-80.75,-82.25,Two people
-85,-70.25,-81.25,-82.5,Two people
-84.25,-69.75,-81.25,-82.5,Two people
-84.25,-69.75,-83.75,-84.25,Two people
-83.75,-70.75,-83.75,-84.25,Two people
-83.75,-70.75,-82.33,-85,Two people
-82.33,-71,-82.33,-85,Two people
-82.33,-71,-85.33,-84.67,Two people
-78.33,-72,-85.33,-84.67,Two people
-78.33,-72,-88.33,-84.33,Two people
-77.67,-74,-88.33,-84.33,Two people
-77.67,-74,-89.5,-83.67,Two people
-80,-74.33,-89.5,-83.67,Two people
-80,-74.33,-85.67,-82.75,Two people
-82,-74.25,-85.67,-82.75,Two people
-82,-74.25,-80,-82.5,Two people
-83.75,-79.5,-80,-82.5,Two people
-83.75,-79.5,-77,-82,Two people
-85.25,-79.25,-77,-82,Two people
-85.25,-79.25,-78.25,-81,Two people
